Date,Open,High,Low,Close,Adj Close,Volume
2018-08-20,0.300000,0.300000,0.260000,0.280000,0.271922,14621347
2018-08-21,0.280000,0.285000,0.250000,0.255000,0.247643,2166061
2018-08-22,0.265000,0.295000,0.260000,0.290000,0.281634,6654300
2018-08-23,0.305000,0.310000,0.300000,0.300000,0.291345,3775078
2018-08-24,0.305000,0.305000,0.295000,0.305000,0.296201,3203045
2018-08-27,0.305000,0.325000,0.300000,0.325000,0.315624,3409526
2018-08-28,0.330000,0.350000,0.330000,0.350000,0.339903,6607357
2018-08-29,0.350000,0.355000,0.350000,0.350000,0.339903,4979401
2018-08-30,0.350000,0.365000,0.350000,0.360000,0.349614,6104643
2018-08-31,0.360000,0.360000,0.350000,0.360000,0.349614,4417823
2018-09-03,0.360000,0.360000,0.335000,0.340000,0.330191,2267697
2018-09-04,0.335000,0.345000,0.330000,0.335000,0.325336,1180484
2018-09-05,0.330000,0.335000,0.315000,0.325000,0.315624,2849753
2018-09-06,0.320000,0.320000,0.305000,0.310000,0.301057,2120214
2018-09-07,0.315000,0.320000,0.305000,0.305000,0.296201,339723
2018-09-10,0.305000,0.310000,0.300000,0.305000,0.296201,74128
2018-09-11,0.305000,0.305000,0.295000,0.300000,0.291345,104613
2018-09-12,0.305000,0.305000,0.290000,0.290000,0.281634,516469
2018-09-13,0.300000,0.315000,0.300000,0.310000,0.301057,2073687
2018-09-14,0.305000,0.305000,0.295000,0.305000,0.296201,110176
2018-09-17,0.305000,0.310000,0.300000,0.310000,0.301057,155607
2018-09-18,0.300000,0.310000,0.295000,0.310000,0.301057,369015
2018-09-19,0.300000,0.340000,0.295000,0.310000,0.301057,2389899
2018-09-20,0.320000,0.335000,0.310000,0.315000,0.305913,2630250
2018-09-21,0.320000,0.325000,0.315000,0.315000,0.305913,428568
2018-09-24,0.320000,0.330000,0.300000,0.305000,0.296201,888931
2018-09-25,0.310000,0.310000,0.300000,0.305000,0.296201,210545
2018-09-26,0.305000,0.315000,0.295000,0.310000,0.301057,98383
2018-09-27,0.300000,0.310000,0.280000,0.300000,0.291345,1813438
2018-09-28,0.300000,0.330000,0.300000,0.325000,0.315624,818343
2018-10-01,0.325000,0.325000,0.310000,0.310000,0.301057,47886
2018-10-02,0.310000,0.315000,0.300000,0.300000,0.291345,177743
2018-10-03,0.300000,0.305000,0.290000,0.300000,0.291345,593951
2018-10-04,0.300000,0.310000,0.295000,0.310000,0.301057,10728104
2018-10-05,0.300000,0.300000,0.290000,0.300000,0.291345,182053
2018-10-08,0.300000,0.300000,0.300000,0.300000,0.291345,438235
2018-10-09,0.300000,0.310000,0.290000,0.300000,0.291345,1312404
2018-10-10,0.300000,0.310000,0.300000,0.310000,0.301057,99285
2018-10-11,0.300000,0.300000,0.290000,0.290000,0.281634,202930
2018-10-12,0.290000,0.295000,0.280000,0.295000,0.286489,32079
2018-10-15,0.300000,0.305000,0.290000,0.290000,0.281634,454716
2018-10-16,0.290000,0.290000,0.290000,0.290000,0.281634,69574
2018-10-17,0.290000,0.295000,0.290000,0.295000,0.286489,127000
2018-10-18,0.290000,0.290000,0.290000,0.290000,0.281634,160182
2018-10-19,0.290000,0.290000,0.290000,0.290000,0.281634,310959
2018-10-22,0.290000,0.290000,0.290000,0.290000,0.281634,283782
2018-10-23,0.290000,0.290000,0.275000,0.280000,0.271922,689698
2018-10-24,0.280000,0.280000,0.265000,0.270000,0.262211,1066450
2018-10-25,0.265000,0.280000,0.265000,0.275000,0.267066,626943
2018-10-26,0.270000,0.275000,0.270000,0.275000,0.267066,788580
2018-10-29,0.275000,0.275000,0.270000,0.270000,0.262211,3953622
2018-10-30,0.265000,0.270000,0.250000,0.265000,0.257355,1293415
2018-10-31,0.270000,0.280000,0.260000,0.275000,0.267066,640285
2018-11-01,0.275000,0.300000,0.260000,0.270000,0.262211,1726009
2018-11-02,0.280000,0.280000,0.272000,0.275000,0.267066,181966
2018-11-05,0.280000,0.285000,0.275000,0.275000,0.267066,1444336
2018-11-06,0.270000,0.290000,0.265000,0.290000,0.281634,546481
2018-11-07,0.295000,0.295000,0.280000,0.285000,0.276778,191612
2018-11-08,0.290000,0.290000,0.285000,0.285000,0.276778,143339
2018-11-09,0.290000,0.295000,0.280000,0.280000,0.271922,1591603
2018-11-12,0.290000,0.295000,0.280000,0.285000,0.276778,862098
2018-11-13,0.275000,0.280000,0.270000,0.270000,0.262211,543450
2018-11-14,0.270000,0.275000,0.265000,0.270000,0.262211,507304
2018-11-15,0.265000,0.270000,0.265000,0.265000,0.257355,116399
2018-11-16,0.270000,0.270000,0.255000,0.255000,0.247643,219705
2018-11-19,0.265000,0.265000,0.250000,0.250000,0.242788,1055145
2018-11-20,0.260000,0.260000,0.260000,0.260000,0.252499,11428
2018-11-21,0.255000,0.255000,0.235000,0.245000,0.237932,361834
2018-11-22,0.245000,0.250000,0.245000,0.250000,0.242788,323071
2018-11-23,0.260000,0.260000,0.250000,0.250000,0.242788,88185
2018-11-26,0.250000,0.250000,0.240000,0.240000,0.233076,528196
2018-11-27,0.240000,0.255000,0.240000,0.250000,0.242788,886098
2018-11-28,0.245000,0.255000,0.245000,0.255000,0.247643,10181367
2018-11-29,0.255000,0.265000,0.255000,0.265000,0.257355,12465214
2018-11-30,0.265000,0.270000,0.260000,0.260000,0.252499,645276
2018-12-03,0.265000,0.265000,0.260000,0.260000,0.252499,254961
2018-12-04,0.270000,0.280000,0.260000,0.265000,0.257355,1458834
2018-12-05,0.260000,0.265000,0.255000,0.257500,0.250071,266874
2018-12-06,0.260000,0.260000,0.247000,0.250000,0.242788,5651289
2018-12-07,0.250000,0.260000,0.250000,0.250000,0.242788,552086
2018-12-10,0.250000,0.250000,0.250000,0.250000,0.242788,30580
2018-12-11,0.250000,0.250000,0.250000,0.250000,0.242788,3000264
2018-12-12,0.250000,0.250000,0.250000,0.250000,0.242788,1
2018-12-13,0.250000,0.250000,0.230000,0.235000,0.228220,115729
2018-12-14,0.235000,0.235000,0.235000,0.235000,0.228220,74826
2018-12-17,0.240000,0.240000,0.230000,0.230000,0.223365,89776
2018-12-18,0.245000,0.250000,0.240000,0.240000,0.233076,658604
2018-12-19,0.240000,0.240000,0.235000,0.240000,0.233076,493889
2018-12-20,0.240000,0.250000,0.240000,0.245000,0.237932,206191
2018-12-21,0.245000,0.245000,0.245000,0.245000,0.237932,264391
2018-12-24,0.240000,0.242500,0.230000,0.240000,0.233076,194500
2018-12-27,0.250000,0.280000,0.250000,0.280000,0.271922,126664
2018-12-28,0.260000,0.270000,0.260000,0.270000,0.262211,67192
2018-12-31,0.270000,0.270000,0.265000,0.265000,0.257355,631850
2019-01-02,0.270000,0.270000,0.240000,0.265000,0.257355,223745
2019-01-03,0.245000,0.250000,0.245000,0.250000,0.242788,94714
2019-01-04,0.250000,0.250000,0.230000,0.250000,0.242788,91947
2019-01-07,0.250000,0.250000,0.225000,0.225000,0.218509,337679
2019-01-08,0.225000,0.230000,0.220000,0.230000,0.223365,315618
2019-01-09,0.225000,0.225000,0.225000,0.225000,0.218509,132579
2019-01-10,0.225000,0.240000,0.225000,0.240000,0.233076,306209
2019-01-11,0.240000,0.245000,0.240000,0.240000,0.233076,756729
2019-01-14,0.240000,0.240000,0.230000,0.235000,0.228220,864532
2019-01-15,0.235000,0.250000,0.230000,0.245000,0.237932,736097
2019-01-16,0.255000,0.260000,0.250000,0.260000,0.252499,1946773
2019-01-17,0.260000,0.260000,0.250000,0.250000,0.242788,819805
2019-01-18,0.255000,0.260000,0.250000,0.260000,0.252499,476184
2019-01-21,0.260000,0.265000,0.255000,0.255000,0.247643,198090
2019-01-22,0.255000,0.260000,0.255000,0.260000,0.252499,180977
2019-01-23,0.255000,0.265000,0.255000,0.260000,0.252499,3411357
2019-01-24,0.260000,0.285000,0.260000,0.280000,0.271922,279892
2019-01-25,0.280000,0.305000,0.280000,0.285000,0.276778,1271332
2019-01-29,0.300000,0.300000,0.285000,0.285000,0.276778,3350680
2019-01-30,0.290000,0.300000,0.290000,0.295000,0.286489,389510
2019-01-31,0.305000,0.325000,0.300000,0.325000,0.315624,2086006
2019-02-01,0.320000,0.325000,0.310000,0.310000,0.301057,2313143
2019-02-04,0.310000,0.325000,0.310000,0.315000,0.305913,1091804
2019-02-05,0.330000,0.350000,0.325000,0.330000,0.320480,3580741
2019-02-06,0.335000,0.340000,0.335000,0.340000,0.330191,960858
2019-02-07,0.345000,0.350000,0.345000,0.350000,0.339903,2844222
2019-02-08,0.355000,0.360000,0.345000,0.350000,0.339903,1235908
2019-02-11,0.360000,0.390000,0.355000,0.380000,0.369037,2626385
2019-02-12,0.375000,0.380000,0.370000,0.375000,0.364182,676354
2019-02-13,0.380000,0.390000,0.370000,0.380000,0.369037,1061738
2019-02-14,0.385000,0.385000,0.370000,0.375000,0.364182,1235456
2019-02-15,0.375000,0.390000,0.360000,0.390000,0.378749,2914020
2019-02-18,0.395000,0.420000,0.385000,0.410000,0.398172,2340666
2019-02-19,0.410000,0.410000,0.385000,0.390000,0.378749,1634236
2019-02-20,0.400000,0.400000,0.390000,0.390000,0.378749,4219767
2019-02-21,0.400000,0.405000,0.390000,0.400000,0.388460,1982813
2019-02-22,0.405000,0.425000,0.400000,0.425000,0.412739,1493487
2019-02-25,0.430000,0.450000,0.430000,0.445000,0.432162,2783683
2019-02-26,0.450000,0.450000,0.430000,0.445000,0.432162,1322407
2019-02-27,0.450000,0.460000,0.445000,0.455000,0.441874,2471991
2019-02-28,0.455000,0.455000,0.435000,0.455000,0.441874,3700594
2019-03-01,0.445000,0.445000,0.425000,0.435000,0.422451,1442258
2019-03-04,0.435000,0.440000,0.420000,0.425000,0.412739,719899
2019-03-05,0.430000,0.430000,0.380000,0.405000,0.393316,2258425
2019-03-06,0.410000,0.440000,0.410000,0.440000,0.427306,1743670
2019-03-07,0.425000,0.430000,0.412000,0.420000,0.407883,593453
2019-03-08,0.420000,0.425000,0.420000,0.420000,0.407883,665699
2019-03-11,0.430000,0.430000,0.410000,0.415000,0.403028,416578
2019-03-12,0.415000,0.415000,0.400000,0.410000,0.398172,678676
2019-03-13,0.400000,0.410000,0.395000,0.400000,0.388460,475595
2019-03-14,0.410000,0.410000,0.395000,0.395000,0.383605,536597
2019-03-15,0.395000,0.400000,0.380000,0.400000,0.388460,1989377
2019-03-18,0.400000,0.400000,0.385000,0.385000,0.373893,212004
2019-03-19,0.390000,0.395000,0.390000,0.390000,0.378749,3227206
2019-03-20,0.390000,0.415000,0.385000,0.400000,0.388460,1553174
2019-03-21,0.400000,0.430000,0.395000,0.430000,0.417595,1772259
2019-03-22,0.435000,0.435000,0.420000,0.435000,0.422451,1326990
2019-03-25,0.430000,0.430000,0.420000,0.430000,0.417595,856397
2019-03-26,0.430000,0.430000,0.415000,0.425000,0.412739,663782
2019-03-27,0.420000,0.430000,0.420000,0.430000,0.417595,630594
2019-03-28,0.435000,0.435000,0.415000,0.430000,0.417595,349945
2019-03-29,0.430000,0.430000,0.415000,0.425000,0.412739,1430356
2019-04-01,0.420000,0.420000,0.415000,0.420000,0.407883,297211
2019-04-02,0.420000,0.425000,0.420000,0.420000,0.407883,123511
2019-04-03,0.425000,0.445000,0.415000,0.435000,0.422451,1199404
2019-04-04,0.435000,0.440000,0.415000,0.420000,0.407883,787627
2019-04-05,0.420000,0.420000,0.410000,0.410000,0.398172,693035
2019-04-08,0.410000,0.415000,0.410000,0.410000,0.398172,306206
2019-04-09,0.410000,0.415000,0.405000,0.405000,0.393316,376549
2019-04-10,0.410000,0.435000,0.410000,0.425000,0.412739,1141437
2019-04-11,0.440000,0.445000,0.435000,0.435000,0.422451,955931
2019-04-12,0.435000,0.435000,0.410000,0.425000,0.412739,497782
2019-04-15,0.435000,0.435000,0.410000,0.415000,0.403028,301803
2019-04-16,0.420000,0.422500,0.410000,0.415000,0.403028,301560
2019-04-17,0.427000,0.435000,0.420000,0.435000,0.422451,395365
2019-04-18,0.440000,0.445000,0.425000,0.435000,0.422451,553483
2019-04-23,0.440000,0.460000,0.440000,0.460000,0.446729,1728408
2019-04-24,0.460000,0.465000,0.435000,0.445000,0.432162,1690509
2019-04-26,0.440000,0.440000,0.410000,0.415000,0.403028,776974
2019-04-29,0.410000,0.430000,0.410000,0.420000,0.407883,221542
2019-04-30,0.420000,0.430000,0.420000,0.420000,0.407883,1242312
2019-05-01,0.420000,0.440000,0.420000,0.425000,0.412739,469333
2019-05-02,0.425000,0.435000,0.420000,0.425000,0.412739,594977
2019-05-03,0.435000,0.445000,0.427000,0.430000,0.417595,734706
2019-05-06,0.430000,0.435000,0.370000,0.400000,0.388460,750217
2019-05-07,0.410000,0.420000,0.405000,0.415000,0.403028,386392
2019-05-08,0.415000,0.445000,0.415000,0.425000,0.412739,514483
2019-05-09,0.430000,0.440000,0.430000,0.435000,0.422451,245101
2019-05-10,0.440000,0.445000,0.425000,0.435000,0.422451,450451
2019-05-13,0.430000,0.445000,0.420000,0.435000,0.422451,249643
2019-05-14,0.435000,0.435000,0.410000,0.410000,0.398172,480463
2019-05-15,0.430000,0.435000,0.420000,0.430000,0.417595,184141
2019-05-16,0.435000,0.435000,0.410000,0.425000,0.412739,321941
2019-05-17,0.425000,0.435000,0.415000,0.425000,0.412739,1576005
2019-05-20,0.435000,0.435000,0.420000,0.425000,0.412739,48315
2019-05-21,0.430000,0.430000,0.410000,0.420000,0.407883,233604
2019-05-22,0.430000,0.435000,0.415000,0.430000,0.417595,324541
2019-05-23,0.430000,0.430000,0.405000,0.405000,0.393316,212709
2019-05-24,0.410000,0.420000,0.405000,0.420000,0.407883,153827
2019-05-27,0.420000,0.430000,0.415000,0.420000,0.407883,323220
2019-05-28,0.415000,0.420000,0.415000,0.415000,0.403028,276564
2019-05-29,0.415000,0.425000,0.405000,0.420000,0.407883,362819
2019-05-30,0.425000,0.435000,0.415000,0.425000,0.412739,2415275
2019-05-31,0.425000,0.430000,0.420000,0.425000,0.412739,236384
2019-06-03,0.425000,0.425000,0.425000,0.425000,0.412739,0
2019-06-04,0.425000,0.425000,0.425000,0.425000,0.412739,0
2019-06-05,0.410000,0.425000,0.410000,0.420000,0.407883,3832206
2019-06-06,0.420000,0.425000,0.400000,0.405000,0.393316,1341271
2019-06-07,0.405000,0.405000,0.400000,0.400000,0.388460,1251560
2019-06-11,0.400000,0.410000,0.395000,0.410000,0.398172,1122995
